PID,Lot Area,Neighborhood,Bldg Type,Overall Qual,Overall Cond,Exterior 1st,Foundation,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom,Misc Feature,Misc Val,Mo Sold,SalePrice
906230030,7976.0,SawyerW,Duplex,7.0,5,VinylSd,PConc,1168,1619,0,2787.0,2.0,0.0,4,2.0,6,,0,10.0,269500.0
906340100,10933.0,CollgCr,1Fam,9.0,5,VinylSd,PConc,1680,0,0,1680.0,1.0,0.0,1,1.0,1,,0,7.0,323262.0
906340110,10637.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1718,0,0,,1.0,0.0,2,0.0,3,,0,9.0,297000.0
906340120,10226.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1630,0,0,1630.0,1.0,0.0,2,0.0,3,,0,1.0,295493.0
906340130,10816.0,CollgCr,1Fam,9.0,5,VinylSd,PConc,1720,0,0,1720.0,1.0,0.0,2,0.0,3,,0,11.0,332000.0
906378110,9178.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1468,0,0,1468.0,0.0,0.0,2,0.0,3,,0,6.0,239900.0
906380050,10769.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,866,902,0,1768.0,0.0,0.0,2,1.0,3,,0,4.0,212000.0
906380060,11422.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1838,0,0,1838.0,1.0,0.0,2,0.0,3,,0,,272500.0
906380100,11923.0,CollgCr,1Fam,9.0,5,VinylSd,PConc,1800,0,0,1800.0,0.0,0.0,2,0.0,2,,0,5.0,239000.0
906380130,8814.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1604,0,0,,1.0,0.0,2,1.0,3,,0,3.0,220000.0
906380210,6762.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1290,0,0,,1.0,0.0,2,0.0,2,,0,5.0,200000.0
906380220,10324.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1254,0,0,1254.0,1.0,0.0,2,0.0,2,,0,3.0,221800.0
906392070,7314.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1232,0,0,1232.0,1.0,0.0,2,0.0,2,,0,2.0,194500.0
906392110,11645.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1498,0,0,,0.0,0.0,2,0.0,3,,0,3.0,237000.0
906392130,11646.0,CollgCr,1Fam,6.0,5,VinylSd,PConc,704,718,0,,0.0,0.0,2,1.0,3,,0,7.0,173000.0
906402060,12800.0,SawyerW,1Fam,7.0,5,Wd Sdng,PConc,1644,0,0,1644.0,1.0,1.0,2,0.0,2,,0,8.0,275000.0
906426210,16698.0,ClearCr,1Fam,7.0,5,VinylSd,PConc,944,815,0,1759.0,1.0,0.0,2,1.0,3,,0,,233500.0
906475070,28698.0,ClearCr,1Fam,5.0,5,Plywood,PConc,1160,966,0,2126.0,0.0,1.0,2,1.0,3,,0,6.0,185000.0
907126010,12464.0,CollgCr,1Fam,5.0,5,VinylSd,PConc,1040,0,0,,1.0,0.0,1,0.0,3,,0,11.0,152000.0
907126050,9757.0,CollgCr,1Fam,5.0,7,VinylSd,PConc,990,0,0,990.0,1.0,0.0,1,0.0,3,,0,10.0,143000.0
907130100,15426.0,CollgCr,1Fam,6.0,5,VinylSd,PConc,928,836,0,1764.0,1.0,0.0,2,1.0,3,,0,8.0,231500.0
907131090,10667.0,CollgCr,1Fam,7.0,6,VinylSd,PConc,827,834,0,1661.0,1.0,0.0,2,1.0,3,,0,4.0,212000.0
907131190,14753.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1463,0,0,1463.0,1.0,0.0,2,0.0,3,,0,12.0,207000.0
907135040,10859.0,CollgCr,1Fam,5.0,5,VinylSd,PConc,1097,0,0,1097.0,0.0,0.0,1,1.0,3,,0,6.0,145000.0
907135170,8072.0,CollgCr,1Fam,5.0,5,VinylSd,PConc,990,0,0,,1.0,0.0,1,0.0,3,,0,5.0,138000.0
907175100,10400.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,866,913,0,,0.0,0.0,2,1.0,3,,0,3.0,197900.0
907180130,10335.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1501,0,0,1501.0,1.0,0.0,2,0.0,3,,0,,204000.0
907181100,9017.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1431,0,0,,1.0,0.0,2,0.0,3,,0,9.0,192000.0
907185050,8750.0,CollgCr,1Fam,6.0,5,VinylSd,PConc,928,844,0,1772.0,1.0,0.0,2,1.0,3,,0,4.0,200000.0
907192030,8935.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,831,829,0,1660.0,0.0,0.0,2,1.0,3,,0,7.0,195000.0
907192090,9808.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1573,0,0,1573.0,1.0,0.0,2,0.0,3,,0,,227000.0
907194010,12420.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,944,896,0,,1.0,0.0,2,1.0,3,,0,6.0,230000.0
907194110,16285.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1430,0,0,1430.0,0.0,0.0,2,0.0,3,,0,6.0,187100.0
907194160,10739.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1444,0,0,1444.0,1.0,0.0,2,0.0,3,,0,4.0,203000.0
907196060,11166.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1492,0,0,1492.0,0.0,0.0,2,0.0,3,,0,7.0,201000.0
907200230,8430.0,CollgCr,1Fam,5.0,5,HdBoard,CBlock,1040,0,0,1040.0,0.0,0.0,2,0.0,3,,0,8.0,124000.0
907201220,16269.0,CollgCr,1Fam,5.0,5,MetalSd,BrkTil,907,0,0,907.0,0.0,0.0,1,0.0,3,,0,7.0,140000.0
907201280,6950.0,CollgCr,1Fam,5.0,7,HdBoard,CBlock,914,0,0,914.0,1.0,0.0,1,0.0,2,,0,10.0,134900.0
907202050,8800.0,CollgCr,1Fam,5.0,7,HdBoard,CBlock,1040,0,0,1040.0,0.0,0.0,2,0.0,3,,0,9.0,150500.0
907202080,7000.0,CollgCr,1Fam,5.0,8,VinylSd,CBlock,864,0,0,864.0,1.0,0.0,1,0.0,3,,0,7.0,136500.0
907202130,9286.0,CollgCr,1Fam,5.0,7,HdBoard,CBlock,1268,0,0,1268.0,0.0,0.0,1,1.0,3,,0,10.0,143500.0
907227030,15523.0,CollgCr,1Fam,5.0,6,HdBoard,CBlock,864,0,0,864.0,1.0,0.0,1,0.0,3,,0,8.0,133500.0
907227080,7200.0,CollgCr,1Fam,5.0,5,MetalSd,CBlock,894,0,0,894.0,0.0,0.0,1,0.0,2,,0,9.0,123000.0
907227110,7200.0,CollgCr,1Fam,5.0,8,WdShing,CBlock,768,0,0,,0.0,1.0,1,0.0,2,,0,4.0,133900.0
907227290,8445.0,CollgCr,1Fam,5.0,7,HdBoard,CBlock,768,0,0,768.0,1.0,0.0,1,0.0,2,,0,3.0,133000.0
907250070,11664.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1611,0,0,,1.0,0.0,2,0.0,3,,0,9.0,250000.0
907252060,12334.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1068,1116,0,,0.0,0.0,2,1.0,4,,0,6.0,254750.0
907252210,11838.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1788,0,0,1788.0,0.0,0.0,2,0.0,3,,0,6.0,236500.0
907252220,11885.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1299,573,0,,1.0,0.0,2,1.0,3,,0,11.0,261500.0
907253130,11050.0,CollgCr,1Fam,9.0,5,VinylSd,PConc,1476,677,0,2153.0,1.0,0.0,2,1.0,3,,0,5.0,313000.0
907260030,8749.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,840,885,0,,0.0,0.0,2,1.0,3,,0,11.0,198500.0
907265010,11250.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,944,926,0,1870.0,0.0,0.0,2,,3,,0,5.0,211000.0
907275010,15750.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1513,0,0,1513.0,1.0,0.0,2,0.0,2,,0,6.0,220000.0
907275090,11883.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1504,0,0,1504.0,1.0,0.0,2,0.0,3,,0,6.0,203000.0
907275140,12782.0,CollgCr,1Fam,,5,HdBoard,PConc,1828,0,0,1828.0,1.0,0.0,2,0.0,3,,0,6.0,279500.0
907280170,8750.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1417,0,0,1417.0,1.0,0.0,2,0.0,3,,0,8.0,210000.0
907285020,9375.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1057,977,0,2034.0,1.0,0.0,2,1.0,3,,0,,219500.0
907285050,8750.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,909,807,0,1716.0,0.0,0.0,2,1.0,2,,0,7.0,191000.0
907290070,9100.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1212,0,0,1212.0,0.0,0.0,2,0.0,3,,0,6.0,178000.0
907290090,9750.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1630,0,0,1630.0,0.0,0.0,2,0.0,3,,0,10.0,213000.0
907290180,4435.0,CollgCr,TwnhsE,6.0,5,VinylSd,PConc,848,0,0,848.0,1.0,0.0,1,0.0,1,,0,6.0,144000.0
907290210,4435.0,CollgCr,TwnhsE,6.0,5,VinylSd,PConc,848,0,0,848.0,1.0,0.0,1,0.0,1,,0,5.0,140000.0
907410130,10200.0,CollgCr,1Fam,8.0,5,VinylSd,PConc,1602,0,0,,1.0,0.0,2,0.0,3,,0,1.0,293200.0
907412020,9313.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,864,864,0,1728.0,0.0,0.0,2,1.0,3,,0,4.0,190000.0
907414020,8487.0,CollgCr,1Fam,7.0,5,VinylSd,PConc,1500,0,0,1500.0,0.0,0.0,2,0.0,3,,0,8.0,190000.0
907414080,8633.0,CollgCr,1Fam,6.0,5,VinylSd,PConc,738,738,0,1476.0,1.0,0.0,2,1.0,3,,0,2.0,173500.0
907420040,,CollgCr,1Fam,6.0,5,VinylSd,PConc,608,788,0,1396.0,0.0,0.0,2,1.0,3,,0,7.0,170000.0
908102050,8777.0,Edwards,1Fam,4.0,5,VinylSd,CBlock,1126,0,0,1126.0,0.0,0.0,2,0.0,2,,0,5.0,108000.0
908102270,9937.0,Edwards,1Fam,5.0,7,MetalSd,PConc,1486,0,0,1486.0,1.0,0.0,1,0.0,3,,0,3.0,167000.0
908102290,8877.0,Edwards,1Fam,4.0,6,MetalSd,CBlock,816,0,0,816.0,1.0,0.0,1,0.0,2,,0,5.0,100000.0
908128060,7301.0,Edwards,1Fam,7.0,5,HdBoard,Slab,495,1427,0,1922.0,0.0,0.0,3,0.0,4,,0,7.0,198500.0
908151050,7950.0,Edwards,1Fam,6.0,6,HdBoard,CBlock,698,728,0,1426.0,0.0,0.0,1,1.0,3,,0,7.0,159500.0
908152035,10682.0,Edwards,1Fam,,6,HdBoard,CBlock,1149,0,0,1149.0,1.0,0.0,1,0.0,3,,0,7.0,127000.0
908152100,7200.0,Edwards,1Fam,6.0,6,MetalSd,CBlock,1125,0,0,,1.0,0.0,1,0.0,3,,0,10.0,125000.0
908154040,13286.0,Edwards,1Fam,9.0,5,CemntBd,PConc,1698,0,0,1698.0,1.0,0.0,2,0.0,3,,0,2.0,320000.0
908186080,3675.0,Edwards,TwnhsE,6.0,5,VinylSd,Wood,1072,0,0,,1.0,0.0,1,0.0,2,,0,,145500.0
908201040,9405.0,Edwards,1Fam,5.0,9,VinylSd,CBlock,698,0,0,698.0,0.0,1.0,1,0.0,2,,0,6.0,118000.0
908203090,6410.0,Edwards,1Fam,4.0,5,AsbShng,CBlock,876,0,0,876.0,0.0,0.0,1,0.0,3,,0,3.0,85000.0
908225290,11767.0,Edwards,1Fam,5.0,5,MetalSd,CBlock,1368,0,0,1368.0,1.0,0.0,1,0.0,3,Shed,900,6.0,120000.0
908225370,8405.0,Edwards,1Fam,4.0,3,WdShing,Slab,1088,441,0,1529.0,0.0,0.0,2,0.0,4,,0,4.0,98000.0
908229020,4060.0,Edwards,1Fam,5.0,8,Wd Sdng,PConc,864,0,0,864.0,0.0,0.0,1,0.0,2,,0,7.0,99900.0
908250030,10206.0,Edwards,1Fam,3.0,3,BrkComm,Slab,944,0,0,944.0,0.0,0.0,1,0.0,2,,0,7.0,82000.0
908275040,10926.0,Edwards,Duplex,5.0,5,VinylSd,CBlock,1678,0,0,1678.0,0.0,0.0,2,0.0,6,,0,8.0,119900.0
908275110,11767.0,Edwards,1Fam,5.0,5,HdBoard,CBlock,1560,0,0,1560.0,0.0,0.0,1,0.0,2,,0,5.0,103500.0
908276150,8926.0,Edwards,1Fam,4.0,3,AsbShng,CBlock,960,0,0,960.0,0.0,0.0,1,0.0,3,,0,10.0,112000.0
909101010,12354.0,Edwards,1Fam,6.0,8,Wd Sdng,BrkTil,684,512,0,1196.0,0.0,0.0,1,0.0,3,Shed,800,8.0,110000.0
909101100,8212.0,Edwards,1Fam,5.0,6,Wd Sdng,CBlock,854,444,0,1298.0,0.0,0.0,1,0.0,3,,0,9.0,122000.0
909101140,10998.0,Edwards,1Fam,5.0,5,Wd Sdng,CBlock,984,620,0,1604.0,0.0,0.0,2,0.0,3,,0,7.0,117000.0
909129090,,SWISU,1Fam,5.0,4,MetalSd,PConc,832,436,0,1268.0,0.0,0.0,1,1.0,3,,0,7.0,160000.0
909129100,4500.0,SWISU,1Fam,5.0,5,VinylSd,BrkTil,848,672,0,1520.0,0.0,0.0,1,0.0,3,,0,7.0,159434.0
909175080,8400.0,SWISU,1Fam,2.0,5,Wd Sdng,CBlock,438,0,0,438.0,0.0,0.0,1,0.0,1,,0,1.0,60000.0
909178160,9900.0,SWISU,1Fam,6.0,7,VinylSd,BrkTil,944,545,0,1489.0,0.0,0.0,2,,3,,0,7.0,139500.0
909179020,15863.0,SWISU,1Fam,7.0,3,Wd Sdng,BrkTil,1687,998,397,3082.0,1.0,0.0,2,1.0,5,,0,8.0,197000.0
909250080,5707.0,SWISU,1Fam,6.0,6,Wd Sdng,BrkTil,647,595,0,1242.0,0.0,0.0,1,1.0,3,,0,3.0,105000.0
909250220,7804.0,SWISU,1Fam,4.0,3,WdShing,BrkTil,1328,653,0,1981.0,1.0,0.0,2,0.0,4,,0,12.0,135000.0
909251050,8574.0,Crawfor,1Fam,6.0,8,Stucco,BrkTil,1232,0,0,,0.0,0.0,1,0.0,3,,0,10.0,147500.0
909251170,6171.0,SWISU,1Fam,6.0,6,WdShing,BrkTil,1160,448,0,1608.0,0.0,0.0,2,1.0,3,,0,10.0,137450.0
909252020,7200.0,SWISU,1Fam,7.0,9,Wd Sdng,PConc,575,560,0,,1.0,0.0,1,0.0,3,,0,4.0,155000.0
909253010,7558.0,Crawfor,1Fam,6.0,6,BrkFace,BrkTil,1172,741,0,1913.0,0.0,0.0,1,1.0,3,,0,3.0,177000.0
909253180,6292.0,SWISU,1Fam,7.0,7,Wd Sdng,BrkTil,877,600,0,1477.0,0.0,1.0,2,0.0,3,,0,8.0,145000.0
909254010,7155.0,Crawfor,1Fam,7.0,8,Wd Sdng,BrkTil,628,600,0,1228.0,0.0,0.0,1,0.0,3,,0,5.0,137000.0
909257050,10918.0,Crawfor,1Fam,7.0,9,MetalSd,BrkTil,1276,804,0,2080.0,0.0,0.0,1,1.0,3,,0,6.0,234000.0
909275080,13680.0,Crawfor,1Fam,5.0,6,Wd Sdng,CBlock,840,727,0,1567.0,1.0,0.0,1,1.0,2,,0,2.0,205000.0
909276110,7500.0,Crawfor,1Fam,6.0,7,Wd Sdng,CBlock,753,741,0,1494.0,0.0,0.0,1,0.0,3,,0,11.0,177500.0
909276200,9600.0,Crawfor,1Fam,5.0,7,MetalSd,BrkTil,976,332,0,1308.0,1.0,0.0,1,1.0,2,,0,6.0,160000.0
909277090,14680.0,Crawfor,1Fam,5.0,4,MetalSd,CBlock,1273,0,0,,0.0,0.0,1,0.0,2,,0,6.0,155000.0
909277100,13360.0,Crawfor,1Fam,5.0,7,Wd Sdng,BrkTil,964,0,0,,1.0,0.0,1,0.0,2,,0,8.0,163500.0
909278020,7681.0,Crawfor,1Fam,5.0,6,Wd Sdng,BrkTil,820,523,0,1343.0,0.0,0.0,1,1.0,3,,0,7.0,154900.0
909279010,8145.0,Crawfor,Duplex,7.0,6,Wd Sdng,BrkTil,1240,1240,0,2480.0,0.0,0.0,2,1.0,5,,0,7.0,205000.0
909282130,9100.0,Crawfor,1Fam,5.0,6,BrkFace,BrkTil,1112,0,0,1112.0,1.0,0.0,1,0.0,2,,0,10.0,144800.0
909425060,12000.0,Crawfor,1Fam,7.0,7,MetalSd,CBlock,860,704,0,1564.0,0.0,0.0,1,1.0,3,,0,7.0,174500.0
909425130,,Crawfor,1Fam,6.0,6,HdBoard,CBlock,1561,0,0,1561.0,1.0,0.0,2,0.0,3,,0,5.0,193000.0
909426090,15600.0,Crawfor,1Fam,5.0,7,BrkComm,BrkTil,986,537,0,1523.0,1.0,0.0,2,0.0,3,,0,10.0,158000.0
909427200,14000.0,Crawfor,1Fam,6.0,8,HdBoard,CBlock,1152,0,0,1152.0,0.0,1.0,1,0.0,3,,0,8.0,158500.0
909428240,17500.0,Crawfor,1Fam,6.0,5,HdBoard,PConc,1906,0,0,1906.0,1.0,0.0,1,1.0,3,,0,1.0,224000.0
909451040,1733.0,Blueste,Twnhs,6.0,6,MetalSd,CBlock,516,516,0,1032.0,0.0,0.0,1,0.0,2,,0,5.0,115000.0
909451100,1488.0,Blueste,TwnhsE,6.0,6,MetalSd,CBlock,561,668,0,1229.0,1.0,0.0,1,1.0,2,,0,10.0,137000.0
909451140,1612.0,Blueste,Twnhs,6.0,6,MetalSd,CBlock,561,668,0,1229.0,0.0,0.0,1,1.0,2,,0,7.0,121000.0
909451180,1300.0,Blueste,TwnhsE,6.0,6,MetalSd,CBlock,561,668,0,1229.0,0.0,0.0,1,1.0,2,,0,5.0,124000.0
909452050,13607.0,Crawfor,1Fam,6.0,6,VinylSd,CBlock,1182,800,0,1982.0,1.0,0.0,2,1.0,3,Shed,1500,4.0,208000.0
909475040,17597.0,Crawfor,1Fam,7.0,9,BrkFace,CBlock,2365,0,0,2365.0,1.0,0.0,2,0.0,3,,0,7.0,315000.0
909475300,21695.0,Crawfor,1Fam,6.0,9,Wd Sdng,CBlock,1680,0,0,,1.0,0.0,2,0.0,3,,0,12.0,222000.0
910202070,10690.0,IDOTRR,1Fam,5.0,7,VinylSd,CBlock,672,672,0,,0.0,0.0,1,0.0,3,,0,7.0,147000.0
910204050,8660.0,IDOTRR,1Fam,5.0,6,AsbShng,BrkTil,928,928,312,2168.0,0.0,0.0,2,0.0,5,,0,12.0,123000.0
910205020,6402.0,IDOTRR,1Fam,5.0,5,Wd Sdng,PConc,596,596,0,1192.0,0.0,0.0,1,0.0,3,,0,7.0,78000.0
911103050,8470.0,IDOTRR,1Fam,3.0,2,Plywood,CBlock,1013,0,513,,0.0,0.0,1,0.0,2,,0,,85000.0
911104060,10200.0,IDOTRR,1Fam,4.0,6,MetalSd,BrkTil,572,0,0,572.0,0.0,0.0,1,0.0,2,,0,5.0,75000.0
911370500,3843.0,Crawfor,TwnhsE,8.0,5,CemntBd,PConc,1648,0,0,1648.0,1.0,1.0,2,0.0,2,,0,6.0,230000.0
912251110,21780.0,IDOTRR,1Fam,2.0,4,Wd Sdng,CBlock,810,0,0,810.0,0.0,0.0,1,0.0,1,,0,3.0,57625.0
914465020,10125.0,Mitchel,1Fam,8.0,5,CemntBd,PConc,1040,1012,0,2052.0,0.0,0.0,2,1.0,3,,0,5.0,251000.0
914465040,12822.0,Mitchel,1Fam,7.0,5,VinylSd,PConc,1518,631,0,2149.0,1.0,0.0,1,1.0,1,,0,8.0,239686.0
914465055,12118.0,Mitchel,1Fam,7.0,5,VinylSd,PConc,1710,0,0,1710.0,0.0,0.0,2,0.0,3,,0,4.0,240000.0
914474070,12209.0,Mitchel,1Fam,6.0,5,VinylSd,PConc,804,1157,0,1961.0,1.0,0.0,2,1.0,3,,0,,215000.0
914475010,9750.0,Mitchel,1Fam,6.0,6,Plywood,CBlock,926,0,0,926.0,1.0,0.0,1,0.0,2,,0,,156450.0
914475030,9360.0,Mitchel,1Fam,6.0,7,Plywood,CBlock,1287,0,0,1287.0,1.0,0.0,1,,2,,0,11.0,173000.0
914476020,10125.0,Mitchel,Duplex,5.0,5,Plywood,CBlock,1302,432,0,1734.0,0.0,0.0,2,0.0,4,,0,8.0,
914476380,9947.0,Mitchel,1Fam,7.0,5,HdBoard,PConc,1217,0,0,1217.0,1.0,0.0,2,0.0,3,,0,6.0,173000.0
914476430,11070.0,Mitchel,1Fam,5.0,5,HdBoard,PConc,1595,0,0,1595.0,1.0,0.0,2,0.0,2,,0,4.0,152000.0
916176030,14375.0,Timber,1Fam,6.0,6,HdBoard,CBlock,1344,0,0,1344.0,0.0,1.0,1,0.0,3,,0,1.0,137500.0
916176125,215245.0,Timber,1Fam,7.0,5,BrkFace,CBlock,2036,0,0,,2.0,0.0,2,0.0,3,,0,6.0,375000.0
916380070,12898.0,Timber,1Fam,9.0,5,VinylSd,PConc,1620,0,0,1620.0,1.0,0.0,2,0.0,2,,0,9.0,315500.0
916382010,13159.0,Timber,1Fam,7.0,5,VinylSd,PConc,846,846,0,1692.0,0.0,0.0,2,1.0,3,,0,7.0,224500.0
916382100,13438.0,Timber,1Fam,9.0,5,CemntBd,CBlock,2036,0,0,2036.0,1.0,0.0,2,0.0,3,,0,7.0,410000.0
916382110,,Timber,1Fam,9.0,5,CemntBd,PConc,1641,0,0,1641.0,1.0,0.0,2,0.0,3,,0,1.0,316500.0
916386140,8925.0,Timber,1Fam,8.0,5,VinylSd,PConc,1466,0,0,1466.0,0.0,0.0,2,0.0,3,,0,7.0,201000.0
916403010,11457.0,Timber,1Fam,6.0,5,HdBoard,CBlock,1412,0,0,,1.0,0.0,2,0.0,3,,0,3.0,175000.0
916403200,9839.0,Timber,1Fam,6.0,8,MetalSd,PConc,1375,862,0,2237.0,0.0,0.0,2,1.0,3,,2500,2.0,204000.0
916403250,14419.0,Timber,1Fam,,5,Plywood,PConc,1479,0,0,1479.0,2.0,0.0,2,,3,,0,7.0,213500.0
916455070,6853.0,Timber,1Fam,8.0,5,VinylSd,PConc,1296,0,0,1296.0,1.0,0.0,2,0.0,2,,0,6.0,220000.0
916460110,9157.0,Timber,1Fam,7.0,5,VinylSd,PConc,1072,942,0,,0.0,0.0,2,1.0,3,,0,2.0,170000.0
916475040,14601.0,Timber,1Fam,9.0,5,VinylSd,PConc,1838,0,0,1838.0,1.0,0.0,2,0.0,2,,0,3.0,315000.0
921128050,12633.0,Timber,1Fam,9.0,5,CemntBd,PConc,1978,0,0,1978.0,1.0,0.0,2,0.0,2,,0,5.0,425000.0
923201100,12518.0,Mitchel,1Fam,5.0,7,HdBoard,CBlock,1008,0,0,1008.0,0.0,0.0,1,0.0,3,,0,,139500.0
923202060,21750.0,Mitchel,1Fam,5.0,4,HdBoard,Slab,1771,0,0,1771.0,0.0,0.0,1,0.0,3,,0,11.0,115000.0
923203110,4500.0,Mitchel,TwnhsE,6.0,5,VinylSd,PConc,1204,0,0,,1.0,0.0,2,0.0,2,,0,6.0,162000.0
923203190,4500.0,Mitchel,TwnhsE,6.0,5,VinylSd,PConc,1224,0,0,1224.0,1.0,0.0,2,0.0,2,,0,6.0,165000.0
923225360,1596.0,MeadowV,Twnhs,4.0,5,CemntBd,CBlock,526,462,0,988.0,1.0,0.0,1,0.0,2,,0,11.0,91000.0
923225490,9858.0,Mitchel,1Fam,5.0,6,HdBoard,CBlock,874,0,0,874.0,1.0,0.0,1,,3,Shed,600,11.0,130000.0
923226270,1526.0,MeadowV,Twnhs,4.0,8,CemntBd,CBlock,630,0,0,630.0,1.0,0.0,1,0.0,1,,0,5.0,86000.0
923227080,13383.0,Mitchel,1Fam,5.0,5,HdBoard,CBlock,1404,0,0,1404.0,0.0,0.0,2,0.0,3,,0,3.0,160000.0
923228110,1477.0,MeadowV,TwnhsE,4.0,4,CemntBd,CBlock,630,0,0,630.0,1.0,0.0,1,0.0,1,,0,4.0,80000.0
923228150,1533.0,MeadowV,Twnhs,4.0,6,CemntBd,CBlock,798,546,0,1344.0,0.0,0.0,1,1.0,3,,0,5.0,97000.0
923228230,2217.0,MeadowV,TwnhsE,4.0,4,CemntBd,CBlock,546,546,0,1092.0,0.0,0.0,1,1.0,3,,0,8.0,88000.0
923230200,7689.0,Mitchel,1Fam,5.0,8,MetalSd,CBlock,796,0,0,796.0,0.0,1.0,1,0.0,2,,0,,131900.0
923252075,7706.0,Mitchel,1Fam,6.0,5,HdBoard,CBlock,1091,0,0,1091.0,0.0,1.0,1,0.0,2,Shed,700,8.0,131250.0
923275040,9101.0,Mitchel,1Fam,5.0,6,Plywood,PConc,1110,0,0,1110.0,1.0,0.0,1,0.0,1,,0,7.0,165500.0
923275140,8780.0,Mitchel,1Fam,5.0,5,HdBoard,CBlock,833,0,0,833.0,1.0,0.0,1,0.0,3,,0,3.0,112000.0
923276260,7669.0,Mitchel,1Fam,5.0,6,HdBoard,PConc,883,0,0,883.0,1.0,0.0,1,0.0,2,,0,6.0,149000.0
923400025,14115.0,Mitchel,1Fam,5.0,5,VinylSd,Wood,796,566,0,1362.0,1.0,0.0,1,1.0,1,Shed,700,10.0,143000.0
923400110,10429.0,Mitchel,1Fam,5.0,5,HdBoard,PConc,624,663,0,1287.0,0.0,0.0,1,1.0,3,,0,7.0,130000.0
924100040,9819.0,Mitchel,1Fam,6.0,5,Plywood,PConc,1567,0,0,1567.0,1.0,0.0,2,0.0,2,,0,5.0,196000.0
924100060,10457.0,Mitchel,1Fam,5.0,7,VinylSd,CBlock,784,848,0,1632.0,0.0,0.0,1,1.0,4,,0,4.0,173000.0
526351030,11029.0,NAmes,1Fam,6.0,8,MetalSd,CBlock,1414,0,0,,1.0,0.0,1,0.0,3,,0,5.0,176500.0
526353050,12925.0,NAmes,1Fam,6.0,7,BrkFace,CBlock,2117,0,0,2117.0,0.0,0.0,2,1.0,4,,0,5.0,237500.0
526354070,11075.0,NAmes,1Fam,6.0,5,HdBoard,CBlock,1092,1020,0,,0.0,0.0,2,1.0,4,,0,,206900.0
527105050,8702.0,Gilbert,1Fam,6.0,5,VinylSd,PConc,926,678,0,1604.0,0.0,0.0,2,1.0,3,,0,4.0,187500.0
527106050,8139.0,Gilbert,1Fam,6.0,5,VinylSd,PConc,680,790,0,1470.0,0.0,0.0,2,1.0,3,,0,10.0,165000.0
527106140,9535.0,Gilbert,1Fam,6.0,5,VinylSd,PConc,926,678,0,1604.0,0.0,0.0,2,1.0,3,,0,5.0,195500.0
527106150,9042.0,Gilbert,1Fam,6.0,5,VinylSd,PConc,943,695,0,1638.0,1.0,0.0,2,1.0,3,,0,7.0,192000.0
527107010,15038.0,Gilbert,1Fam,6.0,5,HdBoard,PConc,916,720,0,1636.0,0.0,0.0,2,1.0,3,,0,11.0,173000.0
527107090,14137.0,Gilbert,1Fam,5.0,5,HdBoard,PConc,1384,0,0,1384.0,1.0,0.0,2,0.0,3,,0,11.0,177900.0
527107210,21872.0,Gilbert,1Fam,7.0,5,HdBoard,PConc,729,717,0,1446.0,0.0,1.0,2,1.0,3,,0,8.0,175000.0
527127140,4923.0,StoneBr,TwnhsE,8.0,5,CemntBd,PConc,1593,0,0,1593.0,1.0,0.0,1,1.0,0,,0,8.0,286000.0
527131110,6264.0,StoneBr,1Fam,8.0,5,CemntBd,PConc,1682,0,0,1682.0,1.0,0.0,1,1.0,1,,0,7.0,247900.0
